Tract,Label,Community Area
17031540101,"Census Tract 5401.01, Cook County, Illinois",54
17031540102,"Census Tract 5401.02, Cook County, Illinois",54
17031550100,"Census Tract 5501, Cook County, Illinois",55
17031550200,"Census Tract 5502, Cook County, Illinois",55
17031560100,"Census Tract 5601, Cook County, Illinois",56
17031560200,"Census Tract 5602, Cook County, Illinois",56
17031560300,"Census Tract 5603, Cook County, Illinois",56
17031560400,"Census Tract 5604, Cook County, Illinois",56
17031560700,"Census Tract 5607, Cook County, Illinois",56
17031560800,"Census Tract 5608, Cook County, Illinois",56
17031560900,"Census Tract 5609, Cook County, Illinois",56
17031561000,"Census Tract 5610, Cook County, Illinois",56
17031561100,"Census Tract 5611, Cook County, Illinois",56
17031570100,"Census Tract 5701, Cook County, Illinois",57
17031570200,"Census Tract 5702, Cook County, Illinois",57
17031570300,"Census Tract 5703, Cook County, Illinois",57
17031570400,"Census Tract 5704, Cook County, Illinois",57
17031570500,"Census Tract 5705, Cook County, Illinois",57
17031580100,"Census Tract 5801, Cook County, Illinois",58
17031580200,"Census Tract 5802, Cook County, Illinois",58
17031580300,"Census Tract 5803, Cook County, Illinois",58
17031580400,"Census Tract 5804, Cook County, Illinois",58
17031580501,"Census Tract 5805.01, Cook County, Illinois",58
17031580502,"Census Tract 5805.02, Cook County, Illinois",58
17031580600,"Census Tract 5806, Cook County, Illinois",58
17031580700,"Census Tract 5807, Cook County, Illinois",58
17031580800,"Census Tract 5808, Cook County, Illinois",58
17031590500,"Census Tract 5905, Cook County, Illinois",59
17031590600,"Census Tract 5906, Cook County, Illinois",59
17031590700,"Census Tract 5907, Cook County, Illinois",59
17031600400,"Census Tract 6004, Cook County, Illinois",60
17031600600,"Census Tract 6006, Cook County, Illinois",60
17031600700,"Census Tract 6007, Cook County, Illinois",60
17031600900,"Census Tract 6009, Cook County, Illinois",60
17031610300,"Census Tract 6103, Cook County, Illinois",61
17031610400,"Census Tract 6104, Cook County, Illinois",61
17031610800,"Census Tract 6108, Cook County, Illinois",61
17031611000,"Census Tract 6110, Cook County, Illinois",61
17031611100,"Census Tract 6111, Cook County, Illinois",61
17031611200,"Census Tract 6112, Cook County, Illinois",61
17031611300,"Census Tract 6113, Cook County, Illinois",61
17031611400,"Census Tract 6114, Cook County, Illinois",61
17031611500,"Census Tract 6115, Cook County, Illinois",61
17031611600,"Census Tract 6116, Cook County, Illinois",61
17031611700,"Census Tract 6117, Cook County, Illinois",61
17031611800,"Census Tract 6118, Cook County, Illinois",61
17031611900,"Census Tract 6119, Cook County, Illinois",61
17031612000,"Census Tract 6120, Cook County, Illinois",61
17031612100,"Census Tract 6121, Cook County, Illinois",61
17031620100,"Census Tract 6201, Cook County, Illinois",62
17031620200,"Census Tract 6202, Cook County, Illinois",62
17031620300,"Census Tract 6203, Cook County, Illinois",62
17031620400,"Census Tract 6204, Cook County, Illinois",62
17031630100,"Census Tract 6301, Cook County, Illinois",63
17031630200,"Census Tract 6302, Cook County, Illinois",63
17031630300,"Census Tract 6303, Cook County, Illinois",63
17031630400,"Census Tract 6304, Cook County, Illinois",63
17031630500,"Census Tract 6305, Cook County, Illinois",63
17031630800,"Census Tract 6308, Cook County, Illinois",63
17031630900,"Census Tract 6309, Cook County, Illinois",63
17031640100,"Census Tract 6401, Cook County, Illinois",64
17031640300,"Census Tract 6403, Cook County, Illinois",64
17031640400,"Census Tract 6404, Cook County, Illinois",64
17031640500,"Census Tract 6405, Cook County, Illinois",64
17031640600,"Census Tract 6406, Cook County, Illinois",64
17031640700,"Census Tract 6407, Cook County, Illinois",64
17031640800,"Census Tract 6408, Cook County, Illinois",64
17031650100,"Census Tract 6501, Cook County, Illinois",65
17031650200,"Census Tract 6502, Cook County, Illinois",65
17031650301,"Census Tract 6503.01, Cook County, Illinois",65
17031650302,"Census Tract 6503.02, Cook County, Illinois",65
17031650400,"Census Tract 6504, Cook County, Illinois",65
17031650500,"Census Tract 6505, Cook County, Illinois",65
17031660301,"Census Tract 6603.01, Cook County, Illinois",66
17031660302,"Census Tract 6603.02, Cook County, Illinois",66
17031660400,"Census Tract 6604, Cook County, Illinois",66
17031660500,"Census Tract 6605, Cook County, Illinois",66
17031660600,"Census Tract 6606, Cook County, Illinois",66
17031660700,"Census Tract 6607, Cook County, Illinois",66
17031660800,"Census Tract 6608, Cook County, Illinois",66
17031660900,"Census Tract 6609, Cook County, Illinois",66
17031661000,"Census Tract 6610, Cook County, Illinois",66
17031661100,"Census Tract 6611, Cook County, Illinois",66
17031670100,"Census Tract 6701, Cook County, Illinois",67
17031670200,"Census Tract 6702, Cook County, Illinois",67
17031670300,"Census Tract 6703, Cook County, Illinois",67
17031670400,"Census Tract 6704, Cook County, Illinois",67
17031670500,"Census Tract 6705, Cook County, Illinois",67
17031670600,"Census Tract 6706, Cook County, Illinois",67
17031670700,"Census Tract 6707, Cook County, Illinois",67
17031670800,"Census Tract 6708, Cook County, Illinois",67
17031670900,"Census Tract 6709, Cook County, Illinois",67
17031671100,"Census Tract 6711, Cook County, Illinois",67
17031671200,"Census Tract 6712, Cook County, Illinois",67
17031671300,"Census Tract 6713, Cook County, Illinois",67
17031671400,"Census Tract 6714, Cook County, Illinois",67
17031671500,"Census Tract 6715, Cook County, Illinois",67
17031671600,"Census Tract 6716, Cook County, Illinois",67
17031671800,"Census Tract 6718, Cook County, Illinois",67
17031671900,"Census Tract 6719, Cook County, Illinois",67
17031672000,"Census Tract 6720, Cook County, Illinois",67
17031680500,"Census Tract 6805, Cook County, Illinois",68
17031680600,"Census Tract 6806, Cook County, Illinois",68
17031680900,"Census Tract 6809, Cook County, Illinois",68
17031681000,"Census Tract 6810, Cook County, Illinois",68
17031681100,"Census Tract 6811, Cook County, Illinois",68
17031681200,"Census Tract 6812, Cook County, Illinois",68
17031681300,"Census Tract 6813, Cook County, Illinois",68
17031681400,"Census Tract 6814, Cook County, Illinois",68
17031690300,"Census Tract 6903, Cook County, Illinois",69
17031690400,"Census Tract 6904, Cook County, Illinois",69
17031690500,"Census Tract 6905, Cook County, Illinois",69
17031690900,"Census Tract 6909, Cook County, Illinois",69
17031691000,"Census Tract 6910, Cook County, Illinois",69
17031691100,"Census Tract 6911, Cook County, Illinois",69
17031691200,"Census Tract 6912, Cook County, Illinois",69
17031691300,"Census Tract 6913, Cook County, Illinois",69
17031691400,"Census Tract 6914, Cook County, Illinois",69
17031691500,"Census Tract 6915, Cook County, Illinois",69
17031700100,"Census Tract 7001, Cook County, Illinois",70
17031700200,"Census Tract 7002, Cook County, Illinois",70
17031700301,"Census Tract 7003.01, Cook County, Illinois",70
17031700302,"Census Tract 7003.02, Cook County, Illinois",70
17031700401,"Census Tract 7004.01, Cook County, Illinois",70
17031700402,"Census Tract 7004.02, Cook County, Illinois",70
17031700501,"Census Tract 7005.01, Cook County, Illinois",70
17031700502,"Census Tract 7005.02, Cook County, Illinois",70
17031710100,"Census Tract 7101, Cook County, Illinois",71
17031710200,"Census Tract 7102, Cook County, Illinois",71
17031710300,"Census Tract 7103, Cook County, Illinois",71
17031710400,"Census Tract 7104, Cook County, Illinois",71
17031710500,"Census Tract 7105, Cook County, Illinois",71
17031710600,"Census Tract 7106, Cook County, Illinois",71
17031710700,"Census Tract 7107, Cook County, Illinois",71
17031710800,"Census Tract 7108, Cook County, Illinois",71
17031710900,"Census Tract 7109, Cook County, Illinois",71
17031711000,"Census Tract 7110, Cook County, Illinois",71
17031711100,"Census Tract 7111, Cook County, Illinois",71
17031711200,"Census Tract 7112, Cook County, Illinois",71
17031711300,"Census Tract 7113, Cook County, Illinois",71
17031711400,"Census Tract 7114, Cook County, Illinois",71
17031711500,"Census Tract 7115, Cook County, Illinois",71
17031720100,"Census Tract 7201, Cook County, Illinois",72
17031720200,"Census Tract 7202, Cook County, Illinois",72
17031720300,"Census Tract 7203, Cook County, Illinois",72
17031720400,"Census Tract 7204, Cook County, Illinois",72
17031720500,"Census Tract 7205, Cook County, Illinois",72
17031720600,"Census Tract 7206, Cook County, Illinois",72
17031720700,"Census Tract 7207, Cook County, Illinois",72
17031730100,"Census Tract 7301, Cook County, Illinois",73
17031730201,"Census Tract 7302.01, Cook County, Illinois",73
17031730202,"Census Tract 7302.02, Cook County, Illinois",73
17031730300,"Census Tract 7303, Cook County, Illinois",73
17031730400,"Census Tract 7304, Cook County, Illinois",73
17031730500,"Census Tract 7305, Cook County, Illinois",73
17031730600,"Census Tract 7306, Cook County, Illinois",73
17031730700,"Census Tract 7307, Cook County, Illinois",73
17031740100,"Census Tract 7401, Cook County, Illinois",74
17031740200,"Census Tract 7402, Cook County, Illinois",74
17031740300,"Census Tract 7403, Cook County, Illinois",74
17031740400,"Census Tract 7404, Cook County, Illinois",74
17031750100,"Census Tract 7501, Cook County, Illinois",75
17031750200,"Census Tract 7502, Cook County, Illinois",75
17031750300,"Census Tract 7503, Cook County, Illinois",75
17031750400,"Census Tract 7504, Cook County, Illinois",75
17031750500,"Census Tract 7505, Cook County, Illinois",75
17031750600,"Census Tract 7506, Cook County, Illinois",75
17031760801,"Census Tract 7608.01, Cook County, Illinois",76
17031760802,"Census Tract 7608.02, Cook County, Illinois",76
17031760803,"Census Tract 7608.03, Cook County, Illinois",76
17031830500,"Census Tract 8305, Cook County, Illinois",30
17031830600,"Census Tract 8306, Cook County, Illinois",1
17031830700,"Census Tract 8307, Cook County, Illinois",3
17031830800,"Census Tract 8308, Cook County, Illinois",4
17031830900,"Census Tract 8309, Cook County, Illinois",22
17031831000,"Census Tract 8310, Cook County, Illinois",22
17031831100,"Census Tract 8311, Cook County, Illinois",21
17031831200,"Census Tract 8312, Cook County, Illinois",20
17031831300,"Census Tract 8313, Cook County, Illinois",25
17031831400,"Census Tract 8314, Cook County, Illinois",25
17031831500,"Census Tract 8315, Cook County, Illinois",19
17031831600,"Census Tract 8316, Cook County, Illinois",18
17031831700,"Census Tract 8317, Cook County, Illinois",15
17031831800,"Census Tract 8318, Cook County, Illinois",13
17031831900,"Census Tract 8319, Cook County, Illinois",6
17031832000,"Census Tract 8320, Cook County, Illinois",6
17031832100,"Census Tract 8321, Cook County, Illinois",6
17031832200,"Census Tract 8322, Cook County, Illinois",22
17031832300,"Census Tract 8323, Cook County, Illinois",22
17031832400,"Census Tract 8324, Cook County, Illinois",22
17031832500,"Census Tract 8325, Cook County, Illinois",7
17031832600,"Census Tract 8326, Cook County, Illinois",7
17031832900,"Census Tract 8329, Cook County, Illinois",28
17031833000,"Census Tract 8330, Cook County, Illinois",28
17031833100,"Census Tract 8331, Cook County, Illinois",28
17031833300,"Census Tract 8333, Cook County, Illinois",28
17031833900,"Census Tract 8339, Cook County, Illinois",46
17031834000,"Census Tract 8340, Cook County, Illinois",49
17031834200,"Census Tract 8342, Cook County, Illinois",43
17031834300,"Census Tract 8343, Cook County, Illinois",45
17031834400,"Census Tract 8344, Cook County, Illinois",42
17031834500,"Census Tract 8345, Cook County, Illinois",40
17031834600,"Census Tract 8346, Cook County, Illinois",68
17031834700,"Census Tract 8347, Cook County, Illinois",68
17031834800,"Census Tract 8348, Cook County, Illinois",68
17031834900,"Census Tract 8349, Cook County, Illinois",67
17031835000,"Census Tract 8350, Cook County, Illinois",66
17031835100,"Census Tract 8351, Cook County, Illinois",63
17031835200,"Census Tract 8352, Cook County, Illinois",56
17031835500,"Census Tract 8355, Cook County, Illinois",37
17031835600,"Census Tract 8356, Cook County, Illinois",37
17031835700,"Census Tract 8357, Cook County, Illinois",38
17031835800,"Census Tract 8358, Cook County, Illinois",38
17031835900,"Census Tract 8359, Cook County, Illinois",38
17031836000,"Census Tract 8360, Cook County, Illinois",38
17031836100,"Census Tract 8361, Cook County, Illinois",40
17031836200,"Census Tract 8362, Cook County, Illinois",41
17031836300,"Census Tract 8363, Cook County, Illinois",41
17031836400,"Census Tract 8364, Cook County, Illinois",36
17031836500,"Census Tract 8365, Cook County, Illinois",36
17031836600,"Census Tract 8366, Cook County, Illinois",23
17031836700,"Census Tract 8367, Cook County, Illinois",23
17031836800,"Census Tract 8368, Cook County, Illinois",27
17031836900,"Census Tract 8369, Cook County, Illinois",27
17031837000,"Census Tract 8370, Cook County, Illinois",27
17031837100,"Census Tract 8371, Cook County, Illinois",27
17031837300,"Census Tract 8373, Cook County, Illinois",27
17031837400,"Census Tract 8374, Cook County, Illinois",27
17031837800,"Census Tract 8378, Cook County, Illinois",28
17031838000,"Census Tract 8380, Cook County, Illinois",28
17031838100,"Census Tract 8381, Cook County, Illinois",28
17031838200,"Census Tract 8382, Cook County, Illinois",28
17031838300,"Census Tract 8383, Cook County, Illinois",8
17031838600,"Census Tract 8386, Cook County, Illinois",29
17031838700,"Census Tract 8387, Cook County, Illinois",29
17031838800,"Census Tract 8388, Cook County, Illinois",51
17031839000,"Census Tract 8390, Cook County, Illinois",32
17031839100,"Census Tract 8391, Cook County, Illinois",32
17031839200,"Census Tract 8392, Cook County, Illinois",35
17031839500,"Census Tract 8395, Cook County, Illinois",35
17031839600,"Census Tract 8396, Cook County, Illinois",35
17031839700,"Census Tract 8397, Cook County, Illinois",60
17031839800,"Census Tract 8398, Cook County, Illinois",60
17031839900,"Census Tract 8399, Cook County, Illinois",60
17031840000,"Census Tract 8400, Cook County, Illinois",60
17031840100,"Census Tract 8401, Cook County, Illinois",60
17031840200,"Census Tract 8402, Cook County, Illinois",60
17031840300,"Census Tract 8403, Cook County, Illinois",59
17031840400,"Census Tract 8404, Cook County, Illinois",59
17031840700,"Census Tract 8407, Cook County, Illinois",30
17031840800,"Census Tract 8408, Cook County, Illinois",30
17031841000,"Census Tract 8410, Cook County, Illinois",33
17031841100,"Census Tract 8411, Cook County, Illinois",34
17031841200,"Census Tract 8412, Cook County, Illinois",31
17031841300,"Census Tract 8413, Cook County, Illinois",31
17031841400,"Census Tract 8414, Cook County, Illinois",29
17031841500,"Census Tract 8415, Cook County, Illinois",29
17031841600,"Census Tract 8416, Cook County, Illinois",29
17031841700,"Census Tract 8417, Cook County, Illinois",30
17031841800,"Census Tract 8418, Cook County, Illinois",69
17031841900,"Census Tract 8419, Cook County, Illinois",28
17031842000,"Census Tract 8420, Cook County, Illinois",35
17031842100,"Census Tract 8421, Cook County, Illinois",23
17031842200,"Census Tract 8422, Cook County, Illinois",8
17031842300,"Census Tract 8423, Cook County, Illinois",24
17031842400,"Census Tract 8424, Cook County, Illinois",44
17031842500,"Census Tract 8425, Cook County, Illinois",69
17031842600,"Census Tract 8426, Cook County, Illinois",61
17031842800,"Census Tract 8428, Cook County, Illinois",58
17031842900,"Census Tract 8429, Cook County, Illinois",28
17031843000,"Census Tract 8430, Cook County, Illinois",29
17031843100,"Census Tract 8431, Cook County, Illinois",29
17031843200,"Census Tract 8432, Cook County, Illinois",31
17031843300,"Census Tract 8433, Cook County, Illinois",29
17031843400,"Census Tract 8434, Cook County, Illinois",29
17031843500,"Census Tract 8435, Cook County, Illinois",30
17031843600,"Census Tract 8436, Cook County, Illinois",38
17031843700,"Census Tract 8437, Cook County, Illinois",5
17031843800,"Census Tract 8438, Cook County, Illinois",61
17031843900,"Census Tract 8439, Cook County, Illinois",42
